time;count;mine_x;mine_y;mine_z;robot_x;robot_y;robot_z
57.02799999999999;1;0.754569;3.76747;0.011135;0.852436831012511;3.7380549169133066;-1.0490339192651549e-05
57.797;2;0.741556;4.18018;0.005953;0.7047791101403837;4.064396301002598;-1.4618054932819674e-05
108.976;3;2.51332;4.30138;0.010916;2.4621020341524114;4.258510098276689;-1.51743449187218e-05
144.693;4;2.33328;3.4143;0.006;2.4574736253654508;3.397461163377338;-1.176181198771914e-05
155.658;5;3.4599;2.31047;0.009518;3.3925724317644277;2.303957708303268;-9.432869042334813e-06
155.658;6;3.47346;2.31559;0.012763;3.3925724317644277;2.303957708303268;-9.432869042334813e-06
212.042;7;3.8845;1.4813;0.011835;3.983527150963916;1.480633751391152;-1.0436823104566229e-05
252.761;8;3.03399;2.33237;0.012668;3.168368717493419;2.3309280445954417;-1.2988884116972577e-05
300.01599999999996;9;0.631304;3.45025;0.007916;0.7746354568471268;3.4191049744979107;-5.5480751908233705e-06
352.552;10;1.09729;4.39113;0.006823;1.2044918084858904;4.434093232979737;-5.64789597355328e-06
369.693;11;3.80252;1.28415;0.011872;3.72579087602916;1.382995591549902;-8.52162082672428e-06
372.21500000000003;12;5.01827;1.56064;0.006743;4.964337984986285;1.5640552258384066;-1.1878601792407462e-05
492.33299999999997;13;5.5246;4.27563;0.009039;5.614130326873244;4.335708863979605;-1.0237519091571556e-05
495.009;14;5.6972;3.89202;0.014974;5.669380134548958;4.038024720573152;-9.678047876954948e-06
680.747;15;2.33472;4.77328;0.012305;2.4151776334772466;4.662333383603311;-8.469345383971955e-06
695.768;16;5.07187;1.06301;0.007222;4.93381486744412;1.060135114396511;-1.3191574018092678e-05
697.692;17;5.37429;0.927395;0.009663;5.293268765417688;0.8071193894913551;-7.68291192142917e-06
762.654;18;0.653552;1.691;0.008885;0.5959697499780799;1.81000485892593;-1.2185047908175317e-05
928.565;19;5.68816;2.5416;0.007291;5.702262245089154;2.41045143813638;-8.85590987002513e-06
991.681;20;1.67037;4.49108;0.012206;1.6848687952562535;4.376586565404556;-5.246365846332812e-06
1104.801;21;5.53496;3.85083;0.008996;5.42911419326441;3.7463995347153225;-9.93579143418466e-06
1318.844;22;4.95934;1.27369;0.012009;4.833875453632905;1.3144586041558097;-1.7644206594287504e-05
1487.442;23;0.350863;3.92528;0.010831;0.4963335480681651;3.9135160421931126;-5.9971971035459315e-06
