time;robot_x;robot_y
0.0;0.5092898292814045;0.507489612891254
0.22799999999999443;0.5093280548556169;0.5075139905604403
0.4410000000000025;0.5093660028169497;0.5075314452432029
0.6620000000000061;0.5093981210790536;0.5075535502438816
0.8840000000000003;0.5094271824814355;0.5075755851881809
1.1299999999999955;0.5094644369175122;0.5076031382530173
1.355000000000004;0.5095005875947203;0.5076245492197372
1.5750000000000028;0.509542304662548;0.507646016655671
1.811000000000007;0.5095739389825316;0.5076677680109962
2.054000000000002;0.5096162460759465;0.5076899321490639
2.274000000000001;0.5096535859503829;0.5077112089614153
2.510000000000005;0.5096938686948236;0.5077331839488463
2.7249999999999943;0.5097308500363334;0.5077522572710731
2.9650000000000034;0.50976267262159;0.5077806555814179
3.1980000000000075;0.5098019305303785;0.5078047194891933
3.426000000000002;0.5098393368461921;0.5078289241789723
3.6599999999999966;0.5098777971134273;0.5078543025328757
3.9000000000000057;0.5099197336389061;0.5078753289050284
4.125;0.5099534492339407;0.5078978449505461
4.355000000000004;0.5099937900597906;0.5079219534658301
4.582000000000008;0.5100277581260811;0.5079447629844485
4.813000000000002;0.5100659897417492;0.5079687188629908
5.0589999999999975;0.5101066401059395;0.5079933688594186
5.307000000000002;0.5101439760780305;0.5080207140377093
5.534999999999997;0.5101832553356351;0.5080392488799406
5.756;0.5102214962284713;0.508061793500448
5.959000000000003;0.5102509570567603;0.5080784256105328
6.159999999999997;0.5102841949394995;0.5080996048457691
6.3559999999999945;0.5103165659725216;0.5081203185177255
6.534000000000006;0.5103484332630127;0.5081385895046584
6.741;0.5103788484251666;0.5081591033032749
6.989999999999995;0.5005531156587982;0.5084526101063113
7.2109999999999985;0.45184519801640344;0.509585307820285
7.442999999999998;0.3731821526987602;0.5105014642270133
7.662999999999997;0.27044398808753856;0.5112771584865247
7.870999999999995;0.16697656056114618;0.5144965810595004
8.094999999999999;0.05690278564665642;0.5238914774491142
8.338999999999999;-0.06377514773460422;0.5401154810368815
9.180000000000007;-0.47618338052616893;0.6135941111021495
9.403999999999996;-0.5846625870342315;0.6456975914970502
9.625;-0.6850935712842076;0.6842592914951495
9.843000000000004;-0.7807453889133114;0.7333164747348159
10.073999999999998;-0.8751560179196628;0.7975303032780728
10.269000000000005;-0.9466959750804933;0.8618335742372559
10.491;-1.019811521451078;0.9432333398206885
10.694000000000003;-1.073365360410778;1.0138193687496344
10.912999999999997;-1.1173218340846505;1.082603928593933
11.141000000000005;-1.1518568734807266;1.1443930872467747
11.349000000000004;-1.1771059551578948;1.1950109880704967
11.549000000000007;-1.1962672803765022;1.237615316991046
11.706000000000003;-1.2065722302841724;1.2639203627439175
11.905000000000001;-1.214087304527374;1.2888003048889778
12.128;-1.2182450471526036;1.310885129818842
12.354;-1.2196132661992027;1.33314887447589
12.563000000000002;-1.218923060573051;1.354730535959768
12.759;-1.215746723488223;1.376842065770992
12.927999999999997;-1.212034879244172;1.391675528089566
13.111999999999995;-1.2096310689678327;1.3985884996329139
13.293999999999997;-1.2087263792604532;1.4005911327935654
13.477999999999994;-1.2086237242456122;1.4008679447108803
13.650999999999996;-1.2089812972250102;1.4003962353044292
13.844999999999999;-1.20955940144125;1.399826553867639
