time;count;mine_x;mine_y;mine_z;robot_x;robot_y;robot_z
3.667;1;2.29364;0.469523;0.010876;2.1947230903591723;0.46222138337406177;-1.1877093818071782e-05
12.056000000000001;2;6.42871;0.372703;0.008377;6.383478850077503;0.23963439724761001;-1.003487721367921e-05
12.978000000000002;3;6.88661;0.131921;0.005739;6.760285767893616;0.20891535196373134;-2.162281472668781e-05
19.002;4;6.68146;1.65988;0.007849;6.672966647169756;1.57120874068129;-9.475804576313668e-06
24.909999999999997;5;6.4564;4.6003;0.013685;6.364021755444098;4.509053983339236;-7.331288497058885e-06
26.677;6;6.26632;5.52121;0.007171;6.263449705849318;5.386764601738546;-1.2248484311597196e-05
31.421;7;6.06833;5.55516;0.009859;6.0077767510130275;5.692113386974865;-6.4001039880266786e-06
39.142;8;6.52956;4.92404;0.005625;6.632358210787044;4.856116403805888;-1.315394245867893e-05
47.58;9;3.03234;5.93547;0.008624;3.1188943630028803;5.826115226090968;-9.701752392891894e-06
54.487;10;3.03257;5.59483;0.010284;2.99732121507729;5.7386407748354875;-1.3814787649880228e-05
55.179;11;3.10809;5.33146;0.010604;3.110911624552608;5.427605500843026;-8.762092240880565e-06
66.636;12;5.24574;0.015435;0.010928;5.181090672188031;0.1432156988354137;-7.00285574321835e-06
104.573;13;1.29319;2.16529;0.014874;1.4042098399819314;2.1027359008726503;-9.352490530946389e-06
130.322;14;0.802523;0.663872;0.006924;0.9426839590053316;0.6312817583141971;-8.973940973371064e-06
131.29;15;0.381062;0.86752;0.006184;0.4881090491471421;0.7977808488265803;-9.427873778417029e-06
132.736;16;-0.191186;1.18492;0.009308;-0.17919377493752991;1.0447235762985023;-8.838468041331982e-06
226.956;17;-0.035425;1.99944;0.005103;-0.14906983562581602;1.9102619411433892;-1.1619578043148976e-05
271.039;18;2.80891;2.84921;0.0116;2.9039763428210454;2.7672204784340515;-8.649296906200477e-06
271.429;19;2.75131;2.82392;0.006018;2.7711750475569468;2.909333602715006;-6.934142184278347e-06
296.4;20;1.46799;2.47674;0.007654;1.4802607336698528;2.357007589081346;-1.3361734542284565e-05
299.14099999999996;21;0.39148;3.30817;0.005824;0.3712726719570716;3.1630182476324795;-8.227412044484878e-06
503.673;22;-1.42807;1.73918;0.011212;-1.3976721323477512;1.8666148063774926;-1.1941396502221369e-05
637.3570000000001;23;-1.20827;1.88051;0.010738;-1.3473405865763834;1.9038856437443157;-6.8413078892458346e-06
765.505;24;0.175175;2.49816;0.010293;0.06974077336521163;2.394761337379785;-1.1493486583642742e-05
783.907;25;0.839193;3.95812;0.008004;0.7714022505070538;3.8636806322921666;-8.748507568760722e-06
896.63;26;1.68641;1.22159;0.011428;1.832624162769564;1.2609440704566373;-2.3274316887235413e-05
906.23;27;4.33308;3.77593;0.006735;4.234299753526308;3.6895927162988285;-6.502108558955472e-06
908.955;28;5.34923;4.62595;0.009958;5.2307819542040255;4.618823315819288;-1.2688178608475514e-05
1010.014;29;1.98029;4.36989;0.006573;1.8502342170356318;4.326284313221451;-5.999502384300415e-06
1012.7850000000001;30;3.06558;3.41507;0.010124;2.932774804153372;3.4616763564576036;-8.311425779713999e-06
1046.9779999999998;31;4.57805;2.95418;0.012464;4.489934705001663;2.848570439380673;-8.436013958078303e-06
1061.0359999999998;32;5.54429;3.71835;0.005298;5.69005475574115;3.7574396442524858;-1.2928653789961997e-05
1061.797;33;5.51847;3.72424;0.012086;5.658328763728957;3.7507952003116944;-8.852913577401395e-06
1062.2949999999998;34;5.37408;3.71478;0.014902;5.521393179937014;3.6811673464898744;-2.1739984168735876e-05
1126.495;35;4.11967;3.97902;0.007816;4.088622423109154;3.8335057196933864;-1.1741842483713877e-05
1128.511;36;3.25537;4.5067;0.007953;3.379812133852372;4.5501127431291675;-4.3883166567157406e-06
1142.0259999999998;37;4.59282;4.50079;0.014616;4.548483349417223;4.643014123461399;-7.413852372031848e-06
2625.195;38;5.15591;3.45623;0.011157;5.013550379269957;3.4107055799030466;-1.336474581960928e-05
2625.487;39;5.17743;3.33303;0.013673;5.122973803502224;3.314095755784144;-8.183898538023648e-06
