time;count;mine_x;mine_y;mine_z;robot_x;robot_y;robot_z
3.257000000000005;1;0.675817;0.391518;0.009233;0.5858968139919793;0.5112366633610165;-4.935443348266094e-05
22.156000000000006;2;0.468873;0.280968;0.01454;0.6160365576057814;0.2821057710803452;-7.23594856757645e-06
131.059;3;3.40715;0.58021;0.006971;3.3291769605694834;0.7100975228649213;-3.3548735799766166e-05
191.432;4;4.89387;1.6738;0.014542;5.000452166013305;1.5745845751245828;-9.457065676458237e-06
203.16400000000002;5;4.47102;0.843126;0.011342;4.327176506930378;0.8798935911619029;-7.625855438331969e-06
205.095;6;5.37797;0.810611;0.00675;5.264450753627673;0.7647127063001349;-6.323254762501812e-06
426.265;7;4.10097;3.46667;0.007707;4.168264849266217;3.600757770731238;-7.335226831953201e-06
497.70400000000006;8;2.67547;3.73586;0.011371;2.5378773556134546;3.764479080614071;-5.853821472900228e-06
498.72900000000004;9;2.63687;3.15595;0.010747;2.7017077550971482;3.2784663274211114;-6.266947081414592e-06
501.9680000000001;10;3.53962;1.79207;0.005057;3.4142432310109436;1.8282129523918058;-7.032887274424637e-06
548.445;11;1.95141;3.5098;0.014239;1.9832307352598733;3.6260783341210088;-8.865433052906296e-06
639.649;12;1.10996;3.12665;0.008825;1.133954985725015;3.241169251901554;-1.4920957582226918e-05
759.597;13;3.8836;2.10986;0.005858;3.8129567372068487;1.9766965726887038;-9.013078386549411e-06
961.296;14;5.58382;0.350254;0.009743;5.599076204519956;0.5010844209172072;-8.97990158405318e-06
1006.825;15;4.79636;0.089033;0.012632;4.882532433016928;0.20696579524002523;-1.1390829569180722e-05
1077.132;16;0.64181;1.1334;0.012503;0.7011791084178735;0.9963827121395333;-6.1860268758297254e-06
1190.303;17;3.51971;3.85164;0.006915;3.652252917113702;3.780009226699685;-9.015541674758237e-06
1320.111;18;0.657654;1.36957;0.014155;0.69097233166084;1.222637023378872;-8.272292146758314e-06
1477.165;19;2.22365;2.29589;0.014593;2.082106929700374;2.2432488550886958;-8.323036467649397e-06
1525.607;20;2.72612;1.98061;0.007821;2.7598711465018955;2.1233245089019674;-8.151675089315691e-06
