time;count;mine_x;mine_y;mine_z;
1;1;3.19964;2.90272;-0.000896
1;2;3.9837;2.8413;0.002135
1;3;2.05929;1.11987;-0.002587
1;4;3.40951;3.46067;0.000999
1;5;4.02859;4.49457;-0.003848
1;6;3.78762;1.60702;0.001491
1;7;3.32887;0.162577;-0.003138
1;8;5.4166;3.09601;-0.001846
1;9;4.01888;2.45681;0.002267
1;10;0.936987;0.616283;-0.001483
1;11;1.3877;3.03431;0.001366
1;12;1.93647;2.19307;-0.001706
1;13;5.39218;1.94619;-0.004014
