time;count;mine_x;mine_y;mine_z;robot_x;robot_y;robot_z
5.325999999999993;1;0.658042;0.367455;0.014403;0.6352681563456445;0.5013123302979964;-7.988971432400238e-06
15.203999999999994;2;1.87724;0.647779;0.007756;1.8501070112183144;0.5725040689216416;-1.1871293164156249e-05
19.65299999999999;3;3.78511;0.322167;0.009387;3.694198624590348;0.317983253558427;-8.393669883057647e-06
26.629999999999995;4;4.92744;0.361233;0.00515;4.878903282755231;0.29347509575367425;-1.290896968292321e-05
36.05399999999999;5;5.00436;2.19184;0.005383;4.866448332676367;2.193914404106361;-1.0038143673000988e-05
64.919;6;5.61305;2.81063;0.005902;5.528618222035522;2.7990705687774677;-7.446435313480937e-06
66.45700000000001;7;6.26445;3.19898;0.011409;6.133804978924084;3.267335450980974;-1.1861653186985566e-05
81.931;8;4.6443;1.68968;0.007712;4.651006615470452;1.7176857139958712;-9.968051488801893e-06
81.931;9;4.52806;1.68563;0.011057;4.651006615470452;1.7176857139958712;-9.968051488801893e-06
96.70700000000001;10;5.31355;2.12064;0.0148;5.2006877404214364;2.0408286879474593;-7.080685573594009e-06
108.443;11;4.96161;3.16219;0.014982;5.101207261923348;3.1816993779438536;-7.929063692888039e-06
109.258;12;4.74054;3.44492;0.009919;4.8022925739280975;3.451838466198812;-4.845164136738772e-06
146.62599999999998;13;2.81831;3.43921;0.01208;2.9316187806429834;3.5351799520992873;-8.971221060992407e-06
195.69400000000002;14;3.24461;2.30589;0.014137;3.2009598693046297;2.436053553467688;-7.310368154201524e-06
244.348;15;4.06163;4.74725;0.007848;4.189246923133876;4.787967586985004;-5.176177084922212e-06
270.765;16;2.78822;0.40793;0.010241;2.670428133862778;0.4805855236132189;-6.59630950777465e-06
280.918;17;3.94378;0.493306;0.006604;3.8457184412838332;0.434325371530832;-1.9163825565781528e-05
433.568;18;4.82547;3.2211;0.011027;4.835262864847681;3.0879896429468263;-6.190100440086471e-06
468.932;19;5.57758;1.46525;0.010388;5.448072141479592;1.5338450138001571;-7.582821728080447e-06
533.041;20;2.4494;1.52629;0.00831;2.380661208893633;1.4748846763736962;-6.738086728082238e-06
604.351;21;6.34246;5.16675;0.01377;6.29763966449006;5.026391294007055;-1.28171103946223e-05
662.355;22;2.75555;1.86302;0.01056;2.740665481597236;1.9890707593024703;-1.1096181360081836e-05
800.207;23;5.44409;0.958537;0.006437;5.519429314559711;0.8588373189166352;-5.349281201730283e-06
824.258;24;4.3127;5.26089;0.006717;4.226519843471698;5.342044769468901;-1.1544091813170398e-05
862.575;25;1.05946;1.69655;0.013161;0.9426402060579868;1.7199385027925285;-1.367270084020114e-05
1129.592;26;1.61683;2.93704;0.012139;1.6997487055796474;2.968807212486451;-3.6099117138484182e-06
1210.026;27;6.30131;0.493561;0.010859;6.180778064093431;0.5624980779316245;-1.1013586908414918e-05
1227.611;28;2.6836;4.85393;0.006914;2.7140097064405793;4.713900341680426;-1.4834859600812433e-05
1293.116;29;1.15807;2.25964;0.012753;1.172259972366956;2.3718286876436503;-7.4394685014439466e-06
1641.023;30;2.42469;0.382845;0.012355;2.426549103814453;0.5262805248025005;-9.211302028577784e-06
2269.922;31;0.495153;1.75938;0.00729;0.5992382365996463;1.6630179026674838;-5.276053986112694e-06
