time;count;mine_x;mine_y;mine_z;robot_x;robot_y;robot_z
6.1480000000000015;1;3.28966;0.518967;0.00662;3.31518022852307;0.42151344368875737;-1.0202518812091332e-05
19.648000000000003;2;5.77156;1.02338;0.014739;5.779120539512203;0.9196763450307591;-5.048197641278895e-06
20.991999999999997;3;5.26621;1.42545;0.014203;5.235497767410808;1.3145841746071019;-1.0763509045687986e-05
34.658;4;0.693616;0.33458;0.013866;0.7501739939323782;0.3572765548483391;-5.548938726000763e-06
50.7;5;2.80405;5.44406;0.012044;2.9043664809244967;5.355807680893377;-6.785103944702275e-06
70.333;6;3.70239;3.75329;0.007958;3.818761051429635;3.77407840281769;-1.1832312994390637e-05
103.286;7;6.47943;4.45787;0.012712;6.409453802372135;4.336977576319188;-5.0731742687222525e-06
103.286;8;6.2961;4.42333;0.007044;6.409453802372135;4.336977576319188;-5.0731742687222525e-06
105.057;9;6.6817;4.89058;0.006676;6.777901735372921;4.92212313778577;-1.5054113573196443e-05
123.596;10;6.07871;3.3783;0.014687;6.134713451126983;3.247298971242397;-1.2391817623570028e-05
125.71600000000001;11;5.09246;3.57298;0.014542;5.10872935181466;3.511838339918258;-1.188976548758408e-05
136.595;12;4.63287;4.46408;0.006692;4.653962885415926;4.325405874333345;-1.011997052204408e-05
138.837;13;5.82517;4.62707;0.00734;5.74659862337371;4.573485512021066;-1.2036994327845746e-05
162.406;14;5.52983;5.3046;0.010339;5.626866227111269;5.302096846892114;-9.224862717746585e-06
189.40200000000002;15;2.10466;3.22015;0.011118;2.0036090891677065;3.302470778186583;-8.415840045065959e-06
194.279;16;3.66192;5.13245;0.00783;3.59507358063309;5.150508634652215;-1.0064449612757348e-05
223.757;17;3.583;3.37762;0.013702;3.6419388967322237;3.2734944038065583;-1.3528063290069864e-05
239.27700000000002;18;0.202815;0.5487;0.008638;0.25217549992636373;0.670132539760314;-1.8838259060932616e-05
260.863;19;1.62877;3.58457;0.008129;1.7145105648193242;3.527171104269261;-6.492470956329793e-06
270.001;20;0.417425;2.64709;0.010978;0.45077012706293484;2.791496242391396;-8.810492940922177e-06
319.72499999999997;21;2.37428;3.47087;0.005871;2.258137409948988;3.4479958660585814;-6.4943023637860364e-06
372.558;22;4.1611;1.05319;0.011575;4.1370545397109355;1.1165402837268652;-1.1980494467885017e-05
393.957;23;5.95817;5.48769;0.006398;5.9917079414646635;5.578739446536076;-1.211538021265654e-05
478.78499999999997;24;0.935742;2.64345;0.014302;0.8160954219812377;2.7253175689180202;-1.234051394803648e-05
493.55199999999996;25;5.34645;0.51303;0.012204;5.299630508561893;0.6015080524304168;-1.1991089458127796e-05
521.813;26;3.86601;5.33874;0.01465;3.7243939802486703;5.378449932071526;-5.762176820710285e-06
535.986;27;3.37029;3.25819;0.010637;3.2476684723497518;3.229372431973492;-8.87911558666507e-06
552.0840000000001;28;4.50938;3.20638;0.006106;4.603831913196173;3.2229459887893137;-5.056402232292423e-06
553.337;29;4.07917;3.60686;0.011681;4.044950410847945;3.5058533018553257;-9.372910240050547e-06
604.278;30;0.281152;3.98337;0.007455;0.23505177399196384;3.903162922588712;-1.6044004062128886e-05
692.288;31;4.19107;0.152571;0.007429;4.093741574817563;0.24609054435032768;-1.3886053841581647e-05
776.081;32;0.938611;4.88452;0.008848;0.8587261611850224;4.8124653083291395;-1.1870067987078403e-05
783.2800000000001;33;4.46332;5.80131;0.005426;4.318124780084802;5.807166815212406;-1.2181860512262138e-05
874.227;34;3.0691;2.9249;0.005336;3.160881217794267;2.8115925110710633;-2.388281208848958e-05
933.116;35;4.40435;3.42711;0.01327;4.51114761494438;3.5150850048551634;-8.706814242163963e-06
1144.396;36;5.1739;4.08762;0.006781;5.1537943577479;3.958168579467275;-9.531423855086568e-06
1401.936;37;2.74575;5.59001;0.00585;2.6721139497520374;5.713654171671144;-1.1537029999425519e-05
1431.64;38;6.72642;1.65355;0.014435;6.7025319560284045;1.7745526168628538;-6.8207605930237225e-06
1527.9850000000001;39;1.68363;4.64902;0.012292;1.5930787283289318;4.568388712390773;-7.860483522241501e-06
1825.25;40;4.69086;0.787692;0.00571;4.673667705910943;0.9069921748987498;-5.974779106767553e-06
